12308,1,16,1,123081161
12308,1,16,3,123081163
12308,2,12,1,123082121
12308,2,12,3,123082123
12308,2,16,1,123082161
12308,2,16,3,123082163
12572,1,12,1,125721121
12572,1,12,3,125721123
12572,1,16,1,125721161
12572,1,16,3,125721163
12572,2,12,1,125722121
12572,2,12,3,125722123
12572,2,16,1,125722161
12572,2,16,3,125722163
12832,1,12,1,128321121
12832,1,12,3,128321123
12832,1,16,1,128321161
12832,1,16,3,128321163
12832,2,12,1,128322121
12832,2,12,3,128322123
12832,2,16,1,128322161
12832,2,16,3,128322163
12834,1,12,1,128341121
12834,1,12,3,128341123
12834,1,16,1,128341161
12834,1,16,3,128341163
12834,2,12,1,128342121
12834,2,12,3,128342123
12834,2,16,1,128342161
12834,2,16,3,128342163
12845,1,12,1,128451121
12845,1,12,3,128451123
12845,1,16,1,128451161
12845,1,16,3,128451163
12845,2,12,1,128452121
12845,2,12,3,128452123
12845,2,16,1,128452161
12845,2,16,3,128452163
12846,1,12,1,128461121
12846,1,12,3,128461123
12846,1,16,1,128461161
12846,1,16,3,128461163
12846,2,12,1,128462121
12846,2,12,3,128462123
12846,2,16,1,128462161
12846,2,16,3,128462163
12849,1,12,1,128491121
12849,1,12,3,128491123
12849,1,16,1,128491161
12849,1,16,3,128491163
12849,2,12,1,128492121
12849,2,12,3,128492123
12849,2,16,1,128492161
12849,2,16,3,128492163
12860,1,12,1,128601121
12860,1,12,3,128601123
12860,1,16,1,128601161
12860,1,16,3,128601163
12860,2,12,1,128602121
12860,2,12,3,128602123
12860,2,16,1,128602161
12860,2,16,3,128602163
12866,1,12,1,128661121
12866,1,12,3,128661123
12866,1,16,1,128661161
12866,1,16,3,128661163
12866,2,12,1,128662121
12866,2,12,3,128662123
12866,2,16,1,128662161
12866,2,16,3,128662163
12874,1,12,1,128741121
12874,1,12,3,128741123
12874,1,16,1,128741161
12874,1,16,3,128741163
12874,2,12,1,128742121
12874,2,12,3,128742123
12874,2,16,1,128742161
12874,2,16,3,128742163
12887,1,12,1,128871121
12887,1,12,3,128871123
12887,1,16,1,128871161
12887,1,16,3,128871163
12887,2,12,1,128872121
12887,2,12,3,128872123
12887,2,16,1,128872161
12887,2,16,3,128872163
12939,1,12,1,129391121
12939,1,12,3,129391123
12939,1,16,1,129391161
12939,1,16,3,129391163
12939,2,12,1,129392121
12939,2,12,3,129392123
12939,2,16,1,129392161
12939,2,16,3,129392163
15071,1,12,1,150711121
15071,1,12,3,150711123
15071,1,16,1,150711161
15071,1,16,3,150711163
15071,2,12,1,150712121
15071,2,12,3,150712123
15071,2,16,1,150712161
15071,2,16,3,150712163
15220,1,12,1,152201121
15220,1,12,3,152201123
15220,1,16,1,152201161
15220,1,16,3,152201163
15220,2,12,1,152202121
15220,2,12,3,152202123
15220,2,16,1,152202161
15220,2,16,3,152202163
15237,1,12,1,152371121
15237,1,12,3,152371123
15237,1,16,1,152371161
15237,1,16,3,152371163
15237,2,12,1,152372121
15237,2,12,3,152372123
15237,2,16,1,152372161
15237,2,16,3,152372163
15350,1,12,1,153501121
15350,1,12,3,153501123
15350,1,16,1,153501161
15350,1,16,3,153501163
15350,2,12,1,153502121
15350,2,12,3,153502123
15350,2,16,1,153502161
15350,2,16,3,153502163
16046,1,12,1,160461121
16046,1,12,3,160461123
16046,1,16,1,160461161
16046,1,16,3,160461163
16046,2,12,1,160462121
16046,2,12,3,160462123
16046,2,16,1,160462161
16046,2,16,3,160462163
16101,1,12,1,161011121
16101,1,12,3,161011123
16101,1,16,1,161011161
16101,1,16,3,161011163
16101,2,12,1,161012121
16101,2,12,3,161012123
16101,2,16,1,161012161
16101,2,16,3,161012163
16117,1,12,1,161171121
16117,1,12,3,161171123
16117,1,16,1,161171161
16117,1,16,3,161171163
16117,2,12,1,161172121
16117,2,12,3,161172123
16117,2,16,1,161172161
16117,2,16,3,161172163
17103,1,12,1,171031121
17103,1,12,3,171031123
17103,1,16,1,171031161
17103,1,16,3,171031163
17103,2,12,1,171032121
17103,2,12,3,171032123
17103,2,16,1,171032161
17103,2,16,3,171032163
17266,1,12,1,172661121
17266,1,12,3,172661123
17266,1,16,1,172661161
17266,1,16,3,172661163
17266,2,12,1,172662121
17266,2,12,3,172662123
17266,2,16,1,172662161
17266,2,16,3,172662163
17933,1,12,1,179331121
17933,1,12,3,179331123
17933,1,16,1,179331161
17933,1,16,3,179331163
17933,2,12,1,179332121
17933,2,12,3,179332123
17933,2,16,1,179332161
17933,2,16,3,179332163
18045,1,12,1,180451121
18045,1,12,3,180451123
18045,1,16,1,180451161
18045,1,16,3,180451163
18045,2,12,1,180452121
18045,2,12,3,180452123
18045,2,16,1,180452161
18045,2,16,3,180452163
18372,1,12,1,183721121
18372,1,12,3,183721123
18372,1,16,1,183721161
18372,1,16,3,183721163
18372,2,12,1,183722121
18372,2,12,3,183722123
18372,2,16,1,183722161
18372,2,16,3,183722163
18966,1,12,1,189661121
18966,1,12,3,189661123
18966,1,16,1,189661161
18966,1,16,3,189661163
18966,2,12,1,189662121
18966,2,12,3,189662123
18966,2,16,1,189662161
18966,2,16,3,189662163
18974,1,12,1,189741121
18974,1,12,3,189741123
18974,1,16,1,189741161
18974,1,16,3,189741163
18974,2,12,1,189742121
18974,2,12,3,189742123
18974,2,16,1,189742161
18974,2,16,3,189742163
19014,1,12,1,190141121
19014,1,12,3,190141123
19014,1,16,1,190141161
19014,1,16,3,190141163
19014,2,12,1,190142121
19014,2,12,3,190142123
19014,2,16,1,190142161
19014,2,16,3,190142163
19020,1,12,1,190201121
19020,1,12,3,190201123
19020,1,16,1,190201161
19020,1,16,3,190201163
19020,2,12,1,190202121
19020,2,12,3,190202123
19020,2,16,1,190202161
19020,2,16,3,190202163
19047,1,12,1,190471121
19047,1,12,3,190471123
19047,1,16,1,190471161
19047,1,16,3,190471163
19047,2,12,1,190472121
19047,2,12,3,190472123
19047,2,16,1,190472161
19047,2,16,3,190472163
19063,1,12,1,190631121
19063,1,12,3,190631123
19063,1,16,1,190631161
19063,1,16,3,190631163
19063,2,12,1,190632121
19063,2,12,3,190632123
19063,2,16,1,190632161
19063,2,16,3,190632163
19067,1,12,1,190671121
19067,1,12,3,190671123
19067,1,16,1,190671161
19067,1,16,3,190671163
19067,2,12,1,190672121
19067,2,12,3,190672123
19067,2,16,1,190672161
19067,2,16,3,190672163
19082,1,12,1,190821121
19082,1,12,3,190821123
19082,1,16,1,190821161
19082,1,16,3,190821163
19082,2,12,1,190822121
19082,2,12,3,190822123
19082,2,16,1,190822161
19082,2,16,3,190822163
19116,1,12,1,191161121
19116,1,12,3,191161123
19116,1,16,1,191161161
19116,1,16,3,191161163
19116,2,12,1,191162121
19116,2,12,3,191162123
19116,2,16,1,191162161
19116,2,16,3,191162163
19154,1,12,1,191541121
19154,1,12,3,191541123
19154,1,16,1,191541161
19154,1,16,3,191541163
19154,2,12,1,191542121
19154,2,12,3,191542123
19154,2,16,1,191542161
19154,2,16,3,191542163
19335,1,12,1,193351121
19335,1,12,3,193351123
19335,1,16,1,193351161
19335,1,16,3,193351163
19335,2,12,1,193352121
19335,2,12,3,193352123
19335,2,16,1,193352161
19335,2,16,3,193352163
19380,1,12,1,193801121
19380,1,12,3,193801123
19380,1,16,1,193801161
19380,1,16,3,193801163
19380,2,12,1,193802121
19380,2,12,3,193802123
19380,2,16,1,193802161
19380,2,16,3,193802163
19382,1,12,1,193821121
19382,1,12,3,193821123
19382,1,16,1,193821161
19382,1,16,3,193821163
19382,2,12,1,193822121
19382,2,12,3,193822123
19382,2,16,1,193822161
19382,2,16,3,193822163
19701,1,12,1,197011121
19701,1,12,3,197011123
19701,1,16,1,197011161
19701,1,16,3,197011163
19701,2,12,1,197012121
19701,2,12,3,197012123
19701,2,16,1,197012161
19701,2,16,3,197012163
19702,1,12,1,197021121
19702,1,12,3,197021123
19702,1,16,1,197021161
19702,1,16,3,197021163
19702,2,12,1,197022121
19702,2,12,3,197022123
19702,2,16,1,197022161
19702,2,16,3,197022163
19711,1,12,1,197111121
19711,1,12,3,197111123
19711,1,16,1,197111161
19711,1,16,3,197111163
19711,2,12,1,197112121
19711,2,12,3,197112123
19711,2,16,1,197112161
19711,2,16,3,197112163
19720,1,12,1,197201121
19720,1,12,3,197201123
19720,1,16,1,197201161
19720,1,16,3,197201163
19720,2,12,1,197202121
19720,2,12,3,197202123
19720,2,16,1,197202161
19720,2,16,3,197202163
20109,1,12,1,201091121
20109,1,12,3,201091123
20109,1,16,1,201091161
20109,1,16,3,201091163
20109,2,12,1,201092121
20109,2,12,3,201092123
20109,2,16,1,201092161
20109,2,16,3,201092163
20116,1,12,1,201161121
20116,1,12,3,201161123
20116,1,16,1,201161161
20116,1,16,3,201161163
20116,2,12,1,201162121
20116,2,12,3,201162123
20116,2,16,1,201162161
20116,2,16,3,201162163
20715,1,12,1,207151121
20715,1,12,3,207151123
20715,1,16,1,207151161
20715,1,16,3,207151163
20715,2,12,1,207152121
20715,2,12,3,207152123
20715,2,16,1,207152161
20715,2,16,3,207152163
20850,1,12,1,208501121
20850,1,12,3,208501123
20850,1,16,1,208501161
20850,1,16,3,208501163
20850,2,12,1,208502121
20850,2,12,3,208502123
20850,2,16,1,208502161
20850,2,16,3,208502163
21014,1,12,1,210141121
21014,1,12,3,210141123
21014,1,16,1,210141161
21014,1,16,3,210141163
21014,2,12,1,210142121
21014,2,12,3,210142123
21014,2,16,1,210142161
21014,2,16,3,210142163
21045,1,12,1,210451121
21045,1,12,3,210451123
21045,1,16,1,210451161
21045,1,16,3,210451163
21045,2,12,1,210452121
21045,2,12,3,210452123
21045,2,16,1,210452161
21045,2,16,3,210452163
21060,1,12,1,210601121
21060,1,12,3,210601123
21060,1,16,1,210601161
21060,1,16,3,210601163
21060,2,12,1,210602121
21060,2,12,3,210602123
21060,2,16,1,210602161
21060,2,16,3,210602163
21157,1,12,1,211571121
21157,1,12,3,211571123
21157,1,16,1,211571161
21157,1,16,3,211571163
21157,2,12,1,211572121
21157,2,12,3,211572123
21157,2,16,1,211572161
21157,2,16,3,211572163
21162,1,12,1,211621121
21162,1,12,3,211621123
21162,1,16,1,211621161
21162,1,16,3,211621163
21162,2,12,1,211622121
21162,2,12,3,211622123
21162,2,16,1,211622161
21162,2,16,3,211622163
21208,1,12,1,212081121
21208,1,12,3,212081123
21208,1,16,1,212081161
21208,1,16,3,212081163
21208,2,12,1,212082121
21208,2,12,3,212082123
21208,2,16,1,212082161
21208,2,16,3,212082163
21230,1,12,1,212301121
21230,1,12,3,212301123
21230,1,16,1,212301161
21230,1,16,3,212301163
21230,2,12,1,212302121
21230,2,12,3,212302123
21230,2,16,1,212302161
21230,2,16,3,212302163
21401,1,12,1,214011121
21401,1,12,3,214011123
21401,1,16,1,214011161
21401,1,16,3,214011163
21401,2,12,1,214012121
21401,2,12,3,214012123
21401,2,16,1,214012161
21401,2,16,3,214012163
21702,1,12,1,217021121
21702,1,12,3,217021123
21702,1,16,1,217021161
21702,1,16,3,217021163
21702,2,12,1,217022121
21702,2,12,3,217022123
21702,2,16,1,217022161
21702,2,16,3,217022163
22729,1,12,1,227291121
22729,1,12,3,227291123
22729,1,16,1,227291161
22729,1,16,3,227291163
22729,2,12,1,227292121
22729,2,12,3,227292123
22729,2,16,1,227292161
22729,2,16,3,227292163
23226,1,12,1,232261121
23226,1,12,3,232261123
23226,1,16,1,232261161
23226,1,16,3,232261163
23226,2,12,1,232262121
23226,2,12,3,232262123
23226,2,16,1,232262161
23226,2,16,3,232262163
23883,1,12,1,238831121
23883,1,12,3,238831123
23883,1,16,1,238831161
23883,1,16,3,238831163
23883,2,12,1,238832121
23883,2,12,3,238832123
23883,2,16,1,238832161
23883,2,16,3,238832163
24201,1,12,1,242011121
24201,1,12,3,242011123
24201,1,16,1,242011161
24201,1,16,3,242011163
24201,2,12,1,242012121
24201,2,12,3,242012123
24201,2,16,1,242012161
24201,2,16,3,242012163
24236,1,12,1,242361121
24236,1,12,3,242361123
24236,1,16,1,242361161
24236,1,16,3,242361163
24236,2,12,1,242362121
24236,2,12,3,242362123
24236,2,16,1,242362161
24236,2,16,3,242362163
27016,1,12,1,270161121
27016,1,12,3,270161123
27016,1,16,1,270161161
27016,1,16,3,270161163
27016,2,12,1,270162121
27016,2,12,3,270162123
27016,2,16,1,270162161
27016,2,16,3,270162163
27103,1,12,1,271031121
27103,1,12,3,271031123
27103,1,16,1,271031161
27103,1,16,3,271031163
27103,2,12,1,271032121
27103,2,12,3,271032123
27103,2,16,1,271032161
27103,2,16,3,271032163
27203,1,12,1,272031121
27203,1,12,3,272031123
27203,1,16,1,272031161
27203,1,16,3,272031163
27203,2,12,1,272032121
27203,2,12,3,272032123
27203,2,16,1,272032161
27203,2,16,3,272032163
27215,1,12,1,272151121
27215,1,12,3,272151123
27215,1,16,1,272151161
27215,1,16,3,272151163
27215,2,12,1,272152121
27215,2,12,3,272152123
27215,2,16,1,272152161
27215,2,16,3,272152163
27278,1,12,1,272781121
27278,1,12,3,272781123
27278,1,16,1,272781161
27278,1,16,3,272781163
27278,2,12,1,272782121
27278,2,12,3,272782123
27278,2,16,1,272782161
27278,2,16,3,272782163
27292,1,12,1,272921121
27292,1,12,3,272921123
27292,1,16,1,272921161
27292,1,16,3,272921163
27292,2,12,1,272922121
27292,2,12,3,272922123
27292,2,16,1,272922161
27292,2,16,3,272922163
27312,1,12,1,273121121
27312,1,12,3,273121123
27312,1,16,1,273121161
27312,1,16,3,273121163
27312,2,12,1,273122121
27312,2,12,3,273122123
27312,2,16,1,273122161
27312,2,16,3,273122163
27320,1,12,1,273201121
27320,1,12,3,273201123
27320,1,16,1,273201161
27320,1,16,3,273201163
27320,2,12,1,273202121
27320,2,12,3,273202123
27320,2,16,1,273202161
27320,2,16,3,273202163
27330,1,12,1,273301121
27330,1,12,3,273301123
27330,1,16,1,273301161
27330,1,16,3,273301163
27330,2,12,1,273302121
27330,2,12,3,273302123
27330,2,16,1,273302161
27330,2,16,3,273302163
27371,1,12,1,273711121
27371,1,12,3,273711123
27371,1,16,1,273711161
27371,1,16,3,273711163
27371,2,12,1,273712121
27371,2,12,3,273712123
27371,2,16,1,273712161
27371,2,16,3,273712163
27379,1,12,1,273791121
27379,1,12,3,273791123
27379,1,16,1,273791161
27379,1,16,3,273791163
27379,2,12,1,273792121
27379,2,12,3,273792123
27379,2,16,1,273792161
27379,2,16,3,273792163
27405,1,12,1,274051121
27405,1,12,3,274051123
27405,1,16,1,274051161
27405,1,16,3,274051163
27405,2,12,1,274052121
27405,2,12,3,274052123
27405,2,16,1,274052161
27405,2,16,3,274052163
27546,1,12,1,275461121
27546,1,12,3,275461123
27546,1,16,1,275461161
27546,1,16,3,275461163
27546,2,12,1,275462121
27546,2,12,3,275462123
27546,2,16,1,275462161
27546,2,16,3,275462163
27549,1,12,1,275491121
27549,1,12,3,275491123
27549,1,16,1,275491161
27549,1,16,3,275491163
27549,2,12,1,275492121
27549,2,12,3,275492123
27549,2,16,1,275492161
27549,2,16,3,275492163
27565,1,12,1,275651121
27565,1,12,3,275651123
27565,1,16,1,275651161
27565,1,16,3,275651163
27565,2,12,1,275652121
27565,2,12,3,275652123
27565,2,16,1,275652161
27565,2,16,3,275652163
27573,1,12,1,275731121
27573,1,12,3,275731123
27573,1,16,1,275731161
27573,1,16,3,275731163
27573,2,12,1,275732121
27573,2,12,3,275732123
27573,2,16,1,275732161
27573,2,16,3,275732163
27577,1,12,1,275771121
27577,1,12,3,275771123
27577,1,16,1,275771161
27577,1,16,3,275771163
27577,2,12,1,275772121
27577,2,12,3,275772123
27577,2,16,1,275772161
27577,2,16,3,275772163
27603,1,12,1,276031121
27603,1,12,3,276031123
27603,1,16,1,276031161
27603,1,16,3,276031163
27603,2,12,1,276032121
27603,2,12,3,276032123
27603,2,16,1,276032161
27603,2,16,3,276032163
27701,1,12,1,277011121
27701,1,12,3,277011123
27701,1,16,1,277011161
27701,1,16,3,277011163
27701,2,12,1,277012121
27701,2,12,3,277012123
27701,2,16,1,277012161
27701,2,16,3,277012163
27806,1,12,1,278061121
27806,1,12,3,278061123
27806,1,16,1,278061161
27806,1,16,3,278061163
27806,2,12,1,278062121
27806,2,12,3,278062123
27806,2,16,1,278062161
27806,2,16,3,278062163
27889,1,12,1,278891121
27889,1,12,3,278891123
27889,1,16,1,278891161
27889,1,16,3,278891163
27889,2,12,1,278892121
27889,2,12,3,278892123
27889,2,16,1,278892161
27889,2,16,3,278892163
28025,1,12,1,280251121
28025,1,12,3,280251123
28025,1,16,1,280251161
28025,1,16,3,280251163
28025,2,12,1,280252121
28025,2,12,3,280252123
28025,2,16,1,280252161
28025,2,16,3,280252163
28031,1,12,1,280311121
28031,1,12,3,280311123
28031,1,16,1,280311161
28031,1,16,3,280311163
28031,2,12,1,280312121
28031,2,12,3,280312123
28031,2,16,1,280312161
28031,2,16,3,280312163
28033,1,12,1,280331121
28033,1,12,3,280331123
28033,1,16,1,280331161
28033,1,16,3,280331163
28033,2,12,1,280332121
28033,2,12,3,280332123
28033,2,16,1,280332161
28033,2,16,3,280332163
28037,1,12,1,280371121
28037,1,12,3,280371123
28037,1,16,1,280371161
28037,1,16,3,280371163
28037,2,12,1,280372121
28037,2,12,3,280372123
28037,2,16,1,280372161
28037,2,16,3,280372163
28054,1,12,1,280541121
28054,1,12,3,280541123
28054,1,16,1,280541161
28054,1,16,3,280541163
28054,2,12,1,280542121
28054,2,12,3,280542123
28054,2,16,1,280542161
28054,2,16,3,280542163
28077,1,12,1,280771121
28077,1,12,3,280771123
28077,1,16,1,280771161
28077,1,16,3,280771163
28077,2,12,1,280772121
28077,2,12,3,280772123
28077,2,16,1,280772161
28077,2,16,3,280772163
28078,1,12,1,280781121
28078,1,12,3,280781123
28078,1,16,1,280781161
28078,1,16,3,280781163
28078,2,12,1,280782121
28078,2,12,3,280782123
28078,2,16,1,280782161
28078,2,16,3,280782163
28080,1,12,1,280801121
28080,1,12,3,280801123
28080,1,16,1,280801161
28080,1,16,3,280801163
28080,2,12,1,280802121
28080,2,12,3,280802123
28080,2,16,1,280802161
28080,2,16,3,280802163
28081,1,12,1,280811121
28081,1,12,3,280811123
28081,1,16,1,280811161
28081,1,16,3,280811163
28081,2,12,1,280812121
28081,2,12,3,280812123
28081,2,16,1,280812161
28081,2,16,3,280812163
28092,1,12,1,280921121
28092,1,12,3,280921123
28092,1,16,1,280921161
28092,1,16,3,280921163
28092,2,12,1,280922121
28092,2,12,3,280922123
28092,2,16,1,280922161
28092,2,16,3,280922163
28105,1,12,1,281051121
28105,1,12,3,281051123
28105,1,16,1,281051161
28105,1,16,3,281051163
28105,2,12,1,281052121
28105,2,12,3,281052123
28105,2,16,1,281052161
28105,2,16,3,281052163
28117,1,12,1,281171121
28117,1,12,3,281171123
28117,1,16,1,281171161
28117,1,16,3,281171163
28117,2,12,1,281172121
28117,2,12,3,281172123
28117,2,16,1,281172161
28117,2,16,3,281172163
28138,1,12,1,281381121
28138,1,12,3,281381123
28138,1,16,1,281381161
28138,1,16,3,281381163
28138,2,12,1,281382121
28138,2,12,3,281382123
28138,2,16,1,281382161
28138,2,16,3,281382163
28139,1,12,1,281391121
28139,1,12,3,281391123
28139,1,16,1,281391161
28139,1,16,3,281391163
28139,2,12,1,281392121
28139,2,12,3,281392123
28139,2,16,1,281392161
28139,2,16,3,281392163
28210,1,12,1,282101121
28210,1,12,3,282101123
28210,1,16,1,282101161
28210,1,16,3,282101163
28210,2,12,1,282102121
28210,2,12,3,282102123
28210,2,16,1,282102161
28210,2,16,3,282102163
28269,1,12,1,282691121
28269,1,12,3,282691123
28269,1,16,1,282691161
28269,1,16,3,282691163
28269,2,12,1,282692121
28269,2,12,3,282692123
28269,2,16,1,282692161
28269,2,16,3,282692163
28301,1,12,1,283011121
28301,1,12,3,283011123
28301,1,16,1,283011161
28301,1,16,3,283011163
28301,2,12,1,283012121
28301,2,12,3,283012123
28301,2,16,1,283012161
28301,2,16,3,283012163
28306,1,12,1,283061121
28306,1,12,3,283061123
28306,1,16,1,283061161
28306,1,16,3,283061163
28306,2,12,1,283062121
28306,2,12,3,283062123
28306,2,16,1,283062161
28306,2,16,3,283062163
28312,1,12,1,283121121
28312,1,12,3,283121123
28312,1,16,1,283121161
28312,1,16,3,283121163
28312,2,12,1,283122121
28312,2,12,3,283122123
28312,2,16,1,283122161
28312,2,16,3,283122163
28327,1,12,1,283271121
28327,1,12,3,283271123
28327,1,16,1,283271161
28327,1,16,3,283271163
28327,2,12,1,283272121
28327,2,12,3,283272123
28327,2,16,1,283272161
28327,2,16,3,283272163
28376,1,12,1,283761121
28376,1,12,3,283761123
28376,1,16,1,283761161
28376,1,16,3,283761163
28376,2,12,1,283762121
28376,2,12,3,283762123
28376,2,16,1,283762161
28376,2,16,3,283762163
28390,1,12,1,283901121
28390,1,12,3,283901123
28390,1,16,1,283901161
28390,1,16,3,283901163
28390,2,12,1,283902121
28390,2,12,3,283902123
28390,2,16,1,283902161
28390,2,16,3,283902163
28540,1,12,1,285401121
28540,1,12,3,285401123
28540,1,16,1,285401161
28540,1,16,3,285401163
28540,2,12,1,285402121
28540,2,12,3,285402123
28540,2,16,1,285402161
28540,2,16,3,285402163
28562,1,12,1,285621121
28562,1,12,3,285621123
28562,1,16,1,285621161
28562,1,16,3,285621163
28562,2,12,1,285622121
28562,2,12,3,285622123
28562,2,16,1,285622161
28562,2,16,3,285622163
28570,1,12,1,285701121
28570,1,12,3,285701123
28570,1,16,1,285701161
28570,1,16,3,285701163
28570,2,12,1,285702121
28570,2,12,3,285702123
28570,2,16,1,285702161
28570,2,16,3,285702163
28601,1,12,1,286011121
28601,1,12,3,286011123
28601,1,16,1,286011161
28601,1,16,3,286011163
28601,2,12,1,286012121
28601,2,12,3,286012123
28601,2,16,1,286012161
28601,2,16,3,286012163
28607,1,12,1,286071121
28607,1,12,3,286071123
28607,1,16,1,286071161
28607,1,16,3,286071163
28607,2,12,1,286072121
28607,2,12,3,286072123
28607,2,16,1,286072161
28607,2,16,3,286072163
28645,1,12,1,286451121
28645,1,12,3,286451123
28645,1,16,1,286451161
28645,1,16,3,286451163
28645,2,12,1,286452121
28645,2,12,3,286452123
28645,2,16,1,286452161
28645,2,16,3,286452163
28655,1,12,1,286551121
28655,1,12,3,286551123
28655,1,16,1,286551161
28655,1,16,3,286551163
28655,2,12,1,286552121
28655,2,12,3,286552123
28655,2,16,1,286552161
28655,2,16,3,286552163
28712,1,12,1,287121121
28712,1,12,3,287121123
28712,1,16,1,287121161
28712,1,16,3,287121163
28712,2,12,1,287122121
28712,2,12,3,287122123
28712,2,16,1,287122161
28712,2,16,3,287122163
28716,1,12,1,287161121
28716,1,12,3,287161123
28716,1,16,1,287161161
28716,1,16,3,287161163
28716,2,12,1,287162121
28716,2,12,3,287162123
28716,2,16,1,287162161
28716,2,16,3,287162163
28734,1,12,1,287341121
28734,1,12,3,287341123
28734,1,16,1,287341161
28734,1,16,3,287341163
28734,2,12,1,287342121
28734,2,12,3,287342123
28734,2,16,1,287342161
28734,2,16,3,287342163
28737,1,12,1,287371121
28737,1,12,3,287371123
28737,1,16,1,287371161
28737,1,16,3,287371163
28737,2,12,1,287372121
28737,2,12,3,287372123
28737,2,16,1,287372161
28737,2,16,3,287372163
28747,1,12,1,287471121
28747,1,12,3,287471123
28747,1,16,1,287471161
28747,1,16,3,287471163
28747,2,12,1,287472121
28747,2,12,3,287472123
28747,2,16,1,287472161
28747,2,16,3,287472163
28754,1,12,1,287541121
28754,1,12,3,287541123
28754,1,16,1,287541161
28754,1,16,3,287541163
28754,2,12,1,287542121
28754,2,12,3,287542123
28754,2,16,1,287542161
28754,2,16,3,287542163
28762,1,12,1,287621121
28762,1,12,3,287621123
28762,1,16,1,287621161
28762,1,16,3,287621163
28762,2,12,1,287622121
28762,2,12,3,287622123
28762,2,16,1,287622161
28762,2,16,3,287622163
28782,1,12,1,287821121
28782,1,12,3,287821123
28782,1,16,1,287821161
28782,1,16,3,287821163
28782,2,12,1,287822121
28782,2,12,3,287822123
28782,2,16,1,287822161
28782,2,16,3,287822163
28786,1,12,1,287861121
28786,1,12,3,287861123
28786,1,16,1,287861161
28786,1,16,3,287861163
28786,2,12,1,287862121
28786,2,12,3,287862123
28786,2,16,1,287862161
28786,2,16,3,287862163
28787,1,12,1,287871121
28787,1,12,3,287871123
28787,1,16,1,287871161
28787,1,16,3,287871163
28787,2,12,1,287872121
28787,2,12,3,287872123
28787,2,16,1,287872161
28787,2,16,3,287872163
28791,1,12,1,287911121
28791,1,12,3,287911123
28791,1,16,1,287911161
28791,1,16,3,287911163
28791,2,12,1,287912121
28791,2,12,3,287912123
28791,2,16,1,287912161
28791,2,16,3,287912163
28806,1,12,1,288061121
28806,1,12,3,288061123
28806,1,16,1,288061161
28806,1,16,3,288061163
